codigo,village,pr2021,pr2010,delta_pr,ro2021,ro2010,delta_ro,soil2021,soil2010,delta_soil,tmmx2021,tmmx2010,delta_tmax,tmmn2021,tmmn2010,delta_tmin,ETP_2021,ETP_2010,delta_ETP,humidity_2021,humidity_2010,delta_humidity,pop2020,pop2010,delta_pop,def_2021,def_2010,delta_def,GHS_2010_mean,GHS_2020_mean,delta_GHS,ln_2021,ln_2014,delta_ln,lat,lon,PC1,PC2,PC3,index,quartile,class
1601130054,NUEVO MIRAFLORES,2839.3444621,1653.0399247,71.76502634171374,1815.5104022,715.8257381,153.62463314309824,512.5965326,457.9737121,11.927064601488082,380.2389786,380.9052506,-0.17491804036580855,264.2965623,264.9628344,-0.2514587004282192,32.409699025,34.03522029166667,-4.7759974894731805,0.2181941,0.2167727,0.6557098749058295,0.3586041,0.2692787,33.17210013268781,0.4988887,0.6427284,-22.379546321587775,3.060698027314112,3.930703085483055,22.13357354,0.5334664,0.2953516,80.62079230313972,-4.22314443199997,-73.46673350299994,4.750433344684817,-2.326720860308593,0.38807363444460435,2.811786118820828,3,alto
1601130089,23 DE FEBRERO,2887.1737022,1665.8020488,73.32033564731441,1861.1594002,731.3213243,154.4927022306438,511.2567823,450.4489632,13.499380411050309,379.423764,379.9717128,-0.14420778745927004,263.8254813,264.37343,-0.20726315046107557,32.91290434166667,33.464850741666666,-1.6493317249814503,0.2181286,0.2168661,0.5821564550660522,0.2988643,0.2376757,25.744575486682077,0.6862648,0.9260843,-25.896076631468645,1.0612580685989117,2.3316035944817113,54.48376941,0.7782326,0.2783579,179.5798502575282,-4.149769548999927,-73.45847309199996,2.979817266864129,0.12398355712908438,-0.15511980797856242,2.9486810160146515,3,alto
1601130013,BELEN DE JUDA,2984.81202,1692.3494525,76.37090351468055,1958.7281871,759.1783184,158.0063391731341,500.9015359,435.9633404,14.895333960974488,377.1776693,377.8384333,-0.17488003912915567,262.5741664,263.2349304,-0.2510168384552554,32.94658976666667,32.72353865,0.6816228496934493,0.2180391,0.2172351,0.3701059359192078,0.5707309,0.3686192,54.8294011814903,0.7296717,0.8356661,-12.683821923612786,8.457663586887735,20.84672826224529,59.42929998,0.7858434,0.4638509,69.41724161794231,-3.978226551999967,-73.38412630799996,-0.952551085917561,2.940079164328635,0.11577624289345145,2.1033043213045257,3,alto
1603010099,1 DE FEBRERO,2768.4430248,1630.3910761,69.80239068912799,1744.5793097,685.0286733,154.67245061375448,517.6847373,475.6380478,8.840060145415487,381.0248799,381.6749468,-0.17031951021418548,263.6305948,264.2806616,-0.24597592425581796,32.1458072,32.36386293333334,-0.673762998510135,0.2173668,0.2155981,0.8203690106731052,0.2891719,0.2734898,5.734071252383078,0.2967128,0.4451156,-33.340282838885,0.8180782377516141,1.3364982909229015,38.78942882,0.4404273,0.2754123,59.915624683429186,-4.356996666999976,-73.55275999999998,7.111338594653006,-2.6472731385094224,-2.112992063854786,2.351073392288797,3,alto
1601130049,HABANA,2851.0665214,1656.0359106,72.16211938103608,1826.7955322,720.0104017,153.71793628075304,512.2486602,455.4761355,12.46443452798638,380.2106147,380.842112,-0.1658160376970019,264.2263956,264.8578929,-0.23842872609368063,32.34942048333333,33.589497925,-3.6918606060607577,0.2180427,0.2166505,0.6426017941338746,0.3493568,0.2562611,36.32845562592215,0.5720596,0.6538682,-12.511481671688577,3.235078401618614,4.121901871522509,21.5149098,0.5652825,0.3007821,87.93754681545212,-4.203190628999948,-73.47927616599998,4.2278094697920086,-2.0248611096693683,-0.13643455974709032,2.06651380037555,3,alto
1601130040,SAN PEDRO PINTUYACU,2911.281589,1672.0109961,74.11856715001421,1884.6851256,737.3209173,155.61259437770192,511.3024568,449.213968,13.821584639594288,378.7564317,379.4224875,-0.17554462952066882,264.001164,264.6672198,-0.25165783677453396,34.07780356666667,33.88974553333333,0.5549113171958276,0.2185518,0.2174656,0.4994812972718359,0.2713061,0.2462784,10.162360970348995,0.4132017,0.6350077,-34.92965518370879,0.7525303643724697,1.811993927125506,58.4694875,0.7898392,0.3391668,132.87633105598778,-4.103035340999952,-73.40280761499997,2.865811848034927,1.3964810409236161,2.0676124000389784,6.329905288997521,4,muy alto
1601130064,SANTA BARBARA,2985.5041322,1694.6661058,76.17064045726194,1958.7553323,761.7135151,157.1511852514326,499.9274954,434.1001485,15.16409223250934,376.6348741,377.3634137,-0.19306047527416492,262.779997,263.5085366,-0.2764766596939286,32.769844166666665,33.324430075,-1.6642022296711003,0.2182245,0.2175428,0.31336362315828403,0.5727703,0.5001357,14.522978463644966,0.6224651,0.3043442,104.5266839322057,2.8623307604707073,7.567379476148298,62.17540339,0.7382299,0.3441574,114.50356726311855,-3.944115303999979,-73.32907199499994,-0.25317335679545666,3.259133497243372,2.6030876900330195,5.609047830480935,4,muy alto
1601130012,3 DE OCTUBRE,2986.0955707,1693.2473246,76.35318404565692,1959.7917658,759.8947681,157.9030476417357,500.7274376,435.5174841,14.972981770124989,376.8644075,377.6051526,-0.19616922462513284,262.5652101,263.3059552,-0.2813248562636484,32.834098166666664,32.75151270833334,0.25215769136768335,0.2181697,0.2174368,0.33706345935921644,0.6192411,0.4431963,39.72163125008038,0.7273676,0.7182167,1.274114066130732,6.706686930091186,15.56775582573455,56.91937229,0.7803814,0.4570114,70.75753471357606,-3.9662161749999423,-73.36157188999994,-0.8739682855545541,3.106458921709118,1.172719828038368,3.405210464192932,4,muy alto
1603010024,SANTA CRUZ,2722.1348515,1615.8013861,68.46964453164112,1692.4756931,662.7754455,155.3618581664851,515.3945248,486.8186733,5.8699168843078144,383.0895,383.6153911,-0.13708811278193367,265.0904554,265.6160099,-0.1978625084375979,32.21265030833333,34.19669656666667,-5.801865260480427,0.2186032,0.2165947,0.9273080089217308,0.6507351,0.4252409,53.027401644573715,0.5098817,0.0386586,1218.9347260376733,41.29953158627674,45.054437270540575,8.33415289,1.1657098,0.7719304,51.012293336290405,-4.480263332999925,-73.54580999999996,8.067765850138652,-7.839264472153907,2.843326988988608,3.0718283669733535,4,muy alto
1601130065,SAN CARLOS,2984.9153701,1692.8776137,76.32198251922576,1958.3824695,759.8125062,157.7454903044869,500.9460708,435.6082252,14.999222195586766,376.7245169,377.5052423,-0.2068118035244551,262.6905411,263.4712665,-0.29632278706186516,32.74498173333333,33.037977641666664,-0.886845773404158,0.2181532,0.2174355,0.3300748957736836,0.5562915,0.4652877,19.558608577015903,0.7087396,0.5550438,27.690751612755616,4.777848101265823,9.97632911392405,52.10815475,0.7467126,0.340623,119.21966514298798,-3.959130398999946,-73.34505209399998,-0.26609061733911743,3.3525585838435066,1.8452947824200296,4.9317627489244185,4,muy alto
