ubigeo,village,pr_2021,pr_2010,ro_2021,ro_2010,soil_2021,soil_2010,tmmx_2021,tmmx_2010,tmmn_2021,tmmn_2010,etp_2021,etp_2010,humidity_2021,humidity_2010,pop_2020,pop_2010,def_2021,def_2010,ghs_2010_mean,ghs_2020_mean,ln_2021,ln_2014,lat,lon,malaria_2010,malaria_2019,poblacion,vivax,falciparum,malaria,dengue,lepto,pr_mean,ro_mean,soil_mean,tmmx_mean,tmmn_mean,etp_mean,humidity_mean,pop_mean,def_mean,ghs_mean,ln_mean,malaria_mean,pr_diff,ro_diff,soil_diff,tmmx_diff,tmmn_diff,etp_diff,humidity_diff,pop_diff,def_diff,ghs_diff,ln_diff,malaria_diff
1601130028,EL DORADO,2997.2832533,1698.1363299,1972.7488738,767.4091382,495.442785,431.310841,377.006861,377.4966338,261.8811197,262.3708925,31.86200953333333,32.091578416666664,0.2175948,0.2167523,0.5294893,0.3033259,0.5415549,0.584199,10.342151898734178,21.86139240506329,0.8318282,0.4926375,-3.954165474999968,-73.40641990799998,2,1,90,0.011111111111111112,0,0.011111111111111112,0,0,2347.7097916000002,1370.079006,463.37681299999997,377.2517474,262.12600610000004,31.976793975,0.21717355,0.4164076,0.5628769499999999,16.101772151898736,0.66223285,135,1299.1469234,1205.3397356,64.13194400000003,-0.4897727999999688,-0.48977280000002565,-0.22956888333333225,8.42499999999996e-4,0.22616340000000007,-0.042644100000000074,11.519240506329114,0.3391907,-0.011111111111111112
1601130034,NUEVO MILAGRO,2998.0975078,1700.3967696,1971.4787693,767.5107764,495.6623545,430.5463311,376.7063023,377.2918545,261.9441213,262.5296735,31.992602983333335,32.428026325000005,0.2179974,0.2172507,0.6840985,0.4770663,0.927427,0.5974134,8.920263257815467,21.79331730160739,0.8712194,0.5111191,-3.93826106399996,-73.37464131199994,1,0,163,0.09815950920245399,0,0.09815950920245399,0,0,2349.2471387,1369.4947728500001,463.1043428,376.99907840000003,262.2368974,32.210314654166666,0.21762405,0.5805824,0.7624202,15.35679027971143,0.69116925,81.5,1297.7007382000002,1203.9679929,65.11602340000002,-0.5855521999999951,-0.5855521999999951,-0.4354233416666702,7.467000000000168e-4,0.20703220000000006,0.3300136,12.873054043791925,0.36010029999999993,-0.006134969325153374
1601130036,VILLA EL BUEN PASTOR,2992.5145915,1697.1551306,1965.9016499,763.8887182,498.1016499,432.7999009,376.7067879,377.3862706,262.2597037,262.9391864,32.44658148333333,32.685329349999996,0.2180965,0.217375,0.73568770000000006,0.5060649,0.7988027,0.6248321,9.21761133603239,21.24418016194332,0.83656,0.502072,-3.949059888999954,-73.36246788399995,1,0,65,0.26153846153846155,0,0.26153846153846155,0.015384615384615385,0.015384615384615385,2344.8348610499997,1364.89518405,465.4507754,377.04652925,262.59944505,32.56595541666667,0.21773575,0.6208763,0.7118173999999999,15.230895748987855,0.669316,32.5,1295.3594609,1202.0129317,65.30174899999997,-0.6794826999999941,-0.6794826999999941,-0.2387478666666638,7.21499999999986e-4,0.22962280000000002,0.17397059999999998,12.02656882591093,0.334488,-0.015384615384615385
1601130026,SAN JOSE,3001.1153123,1701.5449371,1975.3038206,770.2562605,493.4020934,428.8071315,376.8933535,377.3627586,261.8044789,262.273884,31.879494508333337,31.931540125,0.2178422,0.2170491,0.57298,0.3972735,0.798444,0.463028,8.569602632245001,20.288407997975195,0.8594224,0.4879317,-3.931735723999964,-73.39156817399999,1,2,123,0.024390243902439025,0,0.024390243902439025,0.016260162601626018,0.008130081300813009,2351.3301247,1372.7800405500002,461.10461245,377.12805605,262.03918145,31.905517316666668,0.21744565,0.48512675000000005,0.630736,14.429005315110098,0.67367705,184.5,1299.5703752,1205.0475601,64.59496189999999,-0.46940510000001723,-0.46940510000001723,-0.052045616666664074,7.931000000000188e-4,0.17570650000000004,0.33541600000000005,11.718805365730194,0.3714907,0.008130081300813009
1601130012,3 DE OCTUBRE,2986.0955707,1693.2473246,1959.7917658,759.8947681,500.7274376,435.5174841,376.8644075,377.6051526,262.5652101,263.3059552,32.834098166666664,32.75151270833334,0.2181697,0.2174368,0.6192411,0.4431963,0.7273676,0.7182167,6.706686930091186,15.56775582573455,0.7803814,0.4570114,-3.9662161749999423,-73.36157188999994,0,0,35,0,0,0,0,0,2339.67144765,1359.8432669499998,468.12246085,377.23478005000004,262.93558265,32.7928054375,0.21780325,0.5312186999999999,0.7227921500000001,11.137221377912867,0.6186964,0,1292.8482460999999,1199.8969977,65.20995349999998,-0.7407450999999696,-0.7407451000000265,0.08258545833332676,7.328999999999808e-4,0.1760448,0.009150899999999962,8.861068895643363,0.32337,0
1601130013,BELEN DE JUDA,2984.81202,1692.3494525,1958.7281871,759.1783184,500.9015359,435.9633404,377.1776693,377.8384333,262.5741664,263.2349304,32.94658976666667,32.72353865,0.2180391,0.2172351,0.5707309,0.3686192,0.7296717,0.8356661,8.457663586887735,20.84672826224529,0.7858434,0.4638509,-3.978226551999967,-73.38412630799996,0,0,23,0,0,0,0,0,2338.58073625,1358.95325275,468.43243815,377.50805130000003,262.9045484,32.835064208333336,0.2176371,0.46967505,0.7826689,14.652195924566513,0.62484715,0,1292.4625674999997,1199.5498687,64.9381955,-0.6607640000000288,-0.6607639999999719,0.22305111666666733,8.040000000000269e-4,0.20211170000000006,-0.10599439999999993,12.389064675357554,0.32199249999999996,0
1601130031,13 DE FEBRERO,2972.6731398,1687.3040226,1943.9527395,752.4364906,501.1398296,437.7691866,377.6803032,378.178495,262.5060141,263.0042059,32.939257575,32.974979508333334,0.2177098,0.2166991,0.5044411,0.3097244,0.4669749,0.7821411,7.234780407543349,11.815086697886343,0.6885423,0.3381381,-4.014409999999941,-73.43398833299995,29,0,670,0.005970149253731343,0,0.005970149253731343,0.0029850746268656717,0,2329.9885812,1348.19461505,469.4545081,377.9293991,262.75511,32.95711854166667,0.21720445,0.40708275,0.6245580000000001,9.524933552714845,0.5133402,9715,1285.3691172000001,1191.5162489,63.37064299999997,-0.4981917999999723,-0.4981917999999723,-0.03572193333333473,0.0010107000000000033,0.19471669999999996,-0.3151662,4.580306290342994,0.35040420000000005,-0.04328358208955224
1601130020,5 DE JUNIO,2974.4882338,1687.6116919,1947.0203617,752.8546941,503.7688234,438.9232004,377.5801437,378.2123359,262.9678325,263.60002480000003,33.955545675,33.01231725833333,0.2181469,0.2172718,0.5042214,0.3473713,0.8205649,0.6863028,5.952145841245727,13.30358273199139,0.6528926,0.3056871,-4.003298333999965,-73.39308999999997,0,0,31,0,0,0,0,0,2331.04996285,1349.9375279,471.3460119,377.8962398,263.28392865,33.48393146666667,0.21770935,0.42579635000000005,0.75343385,9.627864286618559,0.47928985,0,1286.8765419000001,1194.1656676,64.84562299999999,-0.63219220000002,-0.6321923000000425,0.9432284166666705,8.751000000000175e-4,0.15685010000000005,0.13426210000000005,7.3514368907456635,0.34720550000000006,0
1601130032,PAUJIL I ZONA,2956.7495666,1683.5988905,1928.0003963,747.5052256,503.5046312,440.4502204,378.0985537,378.6597256,262.9563178,263.5174897,33.080761275,33.27676511666667,0.2178342,0.2167827,0.5709041,0.3407466,0.5113246,0.9742469,6.444922765257027,10.863889592301849,0.7300797,0.3551799,-4.042299999999955,-73.43765833299994,2,0,145,0.041379310344827586,0,0.041379310344827586,0,0,2320.17422855,1337.75281095,471.9774258,378.37913965,263.23690375,33.178763195833334,0.21730845,0.45582535,0.74278575,8.654406178779437,0.5426298,145,1273.1506761,1180.4951707,63.05441080000003,-0.5611718999999766,-0.5611718999999766,-0.1960038416666663,0.0010515000000000108,0.23015750000000001,-0.4629223,4.418966827044822,0.3748998,-0.013793103448275862
1601130030,PAUJIL II ZONA,2975.6485014,1687.3773099,1947.7634382,754.212435,496.8338023,434.8837107,377.593728,377.9842309,261.9097201,262.3002229,31.822475591666667,32.72974680833333,0.2174959,0.2164625,0.3364893,0.2180165,0.2303101,0.6552043,3.103910897354765,5.121503607138337,0.6738418,0.3258644,-4.003309999999942,-73.46996833299994,0,0,51,0.11764705882352941,0,0.11764705882352941,0,0,2331.51290565,1350.9879366,465.8587565,377.78897945,262.10497150000003,32.2761112,0.21697919999999998,0.2772529,0.44275719999999996,4.112707252246551,0.49985310000000005,0,1288.2711915,1193.5510032000002,61.95009160000001,-0.3905029000000013,-0.39050279999997883,-0.9072712166666648,0.0010333999999999899,0.11847279999999999,-0.4248942,2.0175927097835715,0.34797740000000005,0
1601130029,24 DE JUNIO,2968.4056679,1686.4539734,1939.4468391,750.7588684,502.8766845,439.0720967,377.8154727,378.3487019,262.7917905,263.3250198,33.4804313,33.100577933333334,0.2178774,0.216881,0.5261234,0.3345838,0.5424229,0.7518794,7.718477298596181,12.616795244719867,0.6784373,0.3241984,-4.021109999999965,-73.42367166699995,0,0,16,0,0,0,0,0,2327.42982065,1345.1028537500001,470.9743906,378.0820873,263.05840515,33.29050461666667,0.2173792,0.4303536,0.64715115,10.167636271658024,0.50131785,0,1281.9516945,1188.6879707,63.804587800000036,-0.5332291999999939,-0.5332293000000163,0.3798533666666657,9.964000000000084e-4,0.19153960000000003,-0.20945649999999993,4.8983179461236865,0.3542389,0
1601130033,NUEVO HORIZONTE,2937.7040377,1678.7597721,1910.7220213,743.82378,505.2301858,443.0207332,378.4974882,379.0955512,263.2862026,263.8842655,33.046601716666665,33.22548365833333,0.2178455,0.2167498,0.4721282,0.2888982,0.5553374,0.8872165,8.651100987091876,12.896735003796508,0.8498376,0.3786143,-4.071663332999947,-73.44562833299995,0,0,308,0.022727272727272728,0,0.022727272727272728,0,0,2308.2319049,1327.27290065,474.12545950000003,378.7965197,263.58523405000005,33.136042687499994,0.21729765,0.3805132,0.72127695,10.773917995444192,0.61422595,0,1258.9442655999999,1166.8982412999999,62.20945260000002,-0.5980629999999678,-0.5980629000000022,-0.17888194166666693,0.001095700000000005,0.18323,-0.3318791,4.245634016704631,0.47122329999999996,0
1601130039,EX PETROLEROS II ZONA,2938.2699396,1677.5633112,1911.8351828,743.8336966,502.1820222,441.2157386,378.3957545,378.9366987,262.7953284,263.3362727,32.546224716666664,33.26920088333333,0.2176798,0.2165636,0.424284,0.2533932,0.3256254,0.947628,7.964159067882472,11.588272543059777,0.8727249,0.3660274,-4.064826666999977,-73.47497999999996,1,0,9,0,0,0,0,0,2307.9166254,1327.8344397,471.6988804,378.6662266,263.06580055,32.9077128,0.2171217,0.3388386,0.6366267,9.776215805471125,0.61937615,4.5,1260.7066283999998,1168.0014861999998,60.9662836,-0.5409442000000126,-0.5409442999999783,-0.722976166666669,0.0011162000000000116,0.1708908,-0.6220026000000001,3.624113475177305,0.5066975,-0.1111111111111111
1601130037,EX PETROLERO I ZONA,2922.2420704,1674.42392,1895.674353,739.8514523,506.6398337,445.0676481,378.798179,379.4132763,263.4579989,264.0730961,32.951131233333335,33.38989038333333,0.2179544,0.2167979,0.4288356,0.2754502,0.6120694,0.9791745,7.20754716981132,11.900341901988098,0.8508963,0.3669954,-4.094611473999976,-73.45324767899996,4,3,796,0.020100502512562814,0,0.020100502512562814,0.001256281407035176,0.001256281407035176,2298.3329952,1317.7629026500001,475.8537409,379.10572765,263.7655475,33.17051080833333,0.21737615,0.3521429,0.7956219499999999,9.553944535899708,0.60894585,2786,1247.8181504000001,1155.8229007,61.57218560000001,-0.6150973000000022,-0.6150971999999797,-0.43875914999999566,0.0011565000000000047,0.1533854,-0.36710509999999996,4.692794732176778,0.4839009,-0.001256281407035176
1601130040,SAN PEDRO PINTUYACU,2911.281589,1672.0109961,1884.6851256,737.3209173,511.3024568,449.213968,378.7564317,379.4224875,264.001164,264.6672198,34.07780356666667,33.88974553333333,0.2185518,0.2174656,0.2713061,0.2462784,0.4132017,0.6350077,0.7525303643724697,1.811993927125506,0.7898392,0.3391668,-4.103035340999952,-73.40280761499997,1,0,21,0.09523809523809523,0,0.09523809523809523,0,0,2291.64629255,1311.00302145,480.25821240000005,379.0894596,264.3341919,33.98377455,0.2180087,0.25879225,0.5241047,1.2822621457489878,0.564503,10.5,1239.2705929,1147.3642083,62.08848879999999,-0.666055799999981,-0.666055799999981,0.18805803333333415,0.0010861999999999816,0.025027699999999986,-0.22180599999999995,1.0594635627530364,0.4506724,-0.047619047619047616
1601130045,SAN LUCAS,2915.8870177,1672.7137055,1889.2128882,738.0970826,507.4334984,446.0314775,378.9082223,379.5133786,263.5167368,264.1218931,32.90192365,33.420855491666664,0.2180019,0.2168192,0.4393082,0.2793256,0.601492,1.0003505,7.041893431211239,11.719908872294646,0.8430739,0.3616314,-4.10399728699997,-73.45458188499998,13,1,186,0.03763440860215054,0,0.03763440860215054,0,0,2294.3003616,1313.6549854,476.73248795,379.21080044999997,263.81931495000003,33.161389570833336,0.21741054999999998,0.3593169,0.80092125,9.380901151752942,0.60235265,1302,1243.1733121999998,1151.1158056,61.402020900000025,-0.6051563000000328,-0.6051563000000328,-0.5189318416666637,0.0011827000000000087,0.15998259999999997,-0.3988584999999999,4.6780154410834065,0.48144250000000005,-0.06451612903225806
1601130043,UNION,2897.5288523,1669.3362227,1871.7901332,735.1663777,512.471425,450.9754322,379.0160731,379.5850711,264.0096934,264.5786914,33.90649248333333,33.871293791666666,0.2184723,0.217286,0.2590755,0.2234197,0.4973747,0.5650184,0.8326375711574953,2.2333965844402277,0.7904221,0.3529246,-4.127522623999937,-73.41596055999997,76,8,16,0,0,0,0,0,2283.4325375,1303.47825545,481.7234286,379.3005721,264.29419240000004,33.8888931375,0.21787915000000002,0.2412476,0.53119655,1.5330170777988614,0.57167335,672,1228.1926296,1136.6237554999998,61.495992799999954,-0.568997999999965,-0.5689980000000219,0.03519869166666467,0.0011863000000000012,0.035655800000000015,-0.06764370000000003,1.4007590132827326,0.43749750000000004,-4.25
1601130044,10 DE OCTUBRE I ZONA,2902.698159,1669.6774225,1876.0186578,734.9836187,509.7811145,448.5016381,379.1050579,379.6823171,263.7162031,264.2934623,33.34716289166667,33.3809726,0.2180933,0.2168604,0.355729,0.2570638,0.7279601,0.939129,5.191144845034788,8.838583175205565,0.8452034,0.3441707,-4.123836852999943,-73.44824611699994,0,0,43,0,0,0,0.023255813953488372,0,2286.18779075,1305.50113825,479.1413763,379.3936875,264.00483269999995,33.36406774583334,0.21747685,0.3063964,0.83354455,7.014864010120177,0.59468705,0,1233.0207365,1141.0350391000002,61.27947640000002,-0.5772591999999577,-0.5772592000000145,-0.033809708333329525,0.0012328999999999812,0.09866520000000001,-0.2111689,3.647438330170777,0.5010327000000001,0
1601130056,CAHUIDE,2832.7034322,1650.2980536,1808.5890743,711.9439849,511.9342826,458.2606706,380.5192957,381.1832302,264.3311475,264.995082,32.59718765,33.737008591666665,0.2181511,0.2166717,0.3610758,0.2757729,0.6237134,0.6366035,3.0604026845637584,3.90059516272002,0.5246164,0.2975859,-4.230846225999926,-73.48743541599998,6,24,794,0.0025188916876574307,0,0.0025188916876574307,0.011335012594458438,0.0012594458438287153,2241.5007428999998,1260.2665296,485.09747660000005,380.85126295,264.66311475,33.16709812083333,0.21741139999999998,0.31842435,0.6301584499999999,3.480498923641889,0.41110115,11910,1182.4053786,1096.6450894,53.67361199999999,-0.663934500000039,-0.663934500000039,-1.1398209416666631,0.0014793999999999918,0.08530290000000001,-0.012890100000000015,0.8401924781562617,0.22703049999999997,0.022670025188916875
1601130046,EL TRIUNFO,2883.3728352,1664.5070262,1857.3424542,729.8157348,510.7445571,450.4339535,379.5052895,380.0468679,263.6540871,264.1956655,32.656366008333336,33.458366975000004,0.2179549,0.2166667,0.2917965,0.2359259,0.7837419,0.7576801,0.7618324474816502,2.0998481397114657,0.7409055,0.2760794,-4.154148539999937,-73.47430957899996,2,0,112,0.017857142857142856,0,0.017857142857142856,0,0,2273.9399307,1293.5790944999999,480.5892553,379.77607869999997,263.92487630000005,33.05736649166667,0.2173108,0.2638612,0.7707109999999999,1.430840293596558,0.50849245,112,1218.865809,1127.5267194,60.310603600000036,-0.5415783999999917,-0.5415783999999917,-0.8020009666666681,0.0012882000000000171,0.05587060000000002,0.026061800000000024,1.3380156922298154,0.4648261,-0.017857142857142856
1601130055,12 DE ABRIL,2840.0983371,1652.6666337,1816.0749777,715.4307136,512.1244482,457.1323171,380.3977432,381.0487528,264.2902554,264.941265,32.44747713333334,33.699035308333336,0.2181032,0.2166587,0.3508206,0.2653851,0.5419636,0.7239961,3.1495764319130104,3.988746997091921,0.529578,0.2948196,-4.219298394999953,-73.48396803699995,0,0,244,0.00819672131147541,0,0.00819672131147541,0.00819672131147541,0,2246.3824854,1265.75284565,484.62838265,380.723248,264.61576019999995,33.073256220833336,0.21738095000000002,0.30810285,0.63297985,3.5691617145024654,0.4121988,0,1187.4317034000003,1100.6442641,54.99213109999994,-0.651009600000009,-0.651009600000009,-1.2515581749999996,0.0014444999999999875,0.0854355,-0.18203250000000004,0.8391705651789105,0.23475839999999998,0
1601130049,HABANA,2851.0665214,1656.0359106,1826.7955322,720.0104017,512.2486602,455.4761355,380.2106147,380.842112,264.2263956,264.8578929,32.34942048333333,33.589497925,0.2180427,0.2166505,0.3493568,0.2562611,0.5720596,0.6538682,3.235078401618614,4.121901871522509,0.5652825,0.3007821,-4.203190628999948,-73.47927616599998,0,0,112,0,0,0,0,0,2253.551216,1273.40296695,483.86239785,380.52636335,264.54214425,32.96945920416667,0.2173466,0.30280895,0.6129639,3.678490136570561,0.43303230000000004,0,1195.0306108,1106.7851305,56.77252470000002,-0.6314972999999782,-0.631497300000035,-1.2400774416666707,0.00139220000000001,0.0930957,-0.08180860000000001,0.8868234699038946,0.2645004,0
1601130054,NUEVO MIRAFLORES,2839.3444621,1653.0399247,1815.5104022,715.8257381,512.5965326,457.9737121,380.2389786,380.9052506,264.2965623,264.9628344,32.409699025,34.03522029166667,0.2181941,0.2167727,0.3586041,0.2692787,0.4988887,0.6427284,3.060698027314112,3.930703085483055,0.5334664,0.2953516,-4.22314443199997,-73.46673350299994,0,0,89,0.02247191011235955,0,0.02247191011235955,0,0,2246.1921934,1265.66807015,485.28512235000005,380.57211459999996,264.62969835,33.222459658333335,0.2174834,0.3139414,0.57080855,3.4957005563985835,0.414409,0,1186.3045373999998,1099.6846641000002,54.622820500000046,-0.6662719999999922,-0.6662721000000147,-1.6255212666666665,0.0014213999999999893,0.0893254,-0.14383969999999996,0.8700050581689434,0.23811480000000002,0
1601130057,12 DE OCTUBRE,2810.5055179,1642.9691196,1786.878359,704.0841293,514.1454842,462.6007671,380.9705597,381.6004404,264.2547335,264.8846142,32.318479025,33.19995705833333,0.2181524,0.2165402,0.192828,0.2105154,0.4154991,0.3825569,0.12419375237131657,0.2702668521563172,0.5507146,0.3101244,-4.246472446999974,-73.54844921799997,1,0,61,0,0,0,0,0,2226.73731875,1245.48124415,488.37312565,381.28550005,264.56967384999996,32.75921804166667,0.2173463,0.2016717,0.399028,0.19723030226381688,0.43041950000000007,30.5,1167.5363983,1082.7942297,51.54471710000007,-0.6298807000000011,-0.6298807000000011,-0.8814780333333303,0.001612200000000008,-0.017687399999999992,0.03294220000000003,0.1460730997850006,0.24059020000000003,-0.01639344262295082
